respondent_id,submission_time,duration_seconds,age_group,gender,emirate,nationality,income,occupation,formal_attire_freq,occasions,accessories_purchased,purchase_freq,buy_location,shopping_channel,spend_tie,spend_socks,main_influence,imp_fabric_quality,imp_design,imp_pricing,imp_brand_rep,imp_comfort,imp_durability,imp_variety,imp_sustainability,brands_purchased,loyalty_factor,willing_try_new,convince_try,purchase_likelihood_6m,saturn_consideration,most_important_feature
R2904,2025-02-02 02:21,253,35–44,Male,Fujairah,South Asian,"10,001–20,000",Private Employee,Once a week,Weddings; Parties,Ties,Once a year,Shopping Mall,No Preference,AED 201–300,AED 25–50,Design,3,4,4,2,3,4,3,1,Charles Tyrwhitt,Design,Not Sure,Premium Quality; Social Media Reviews; Money-back Guarantee,Very Unlikely,Definitely Would Not,Durability and long-lasting material
R3614,2025-03-19 02:31,239,25–34,Male,Dubai,GCC,"20,001–35,000",Self-employed,Occasionally,Weddings,Ties; Dress Socks; Cufflinks,Every 6 months,Department Store,Physical Store,AED 101–200,Under AED 25,Brand Reputation,4,5,4,3,4,4,3,2,Hugo Boss,Customer Service,Probably,Premium Quality; Social Media Reviews; Influencer Recommendations,Likely,Probably Would,Unique and elegant designs
R1198,2025-03-13 01:45,401,25–34,Male,Abu Dhabi,South Asian,"10,001–20,000",Government Employee,Occasionally,Weddings,Ties; Dress Socks; Belts,Once a year,Brand Website,Physical Store,Above AED 300,AED 25–50,Price,2,4,3,4,3,5,5,2,Hugo Boss; Charles Tyrwhitt,Quality,Definitely,Introductory Discounts; Premium Quality; Social Media Reviews,Likely,Probably Would,Wide variety of designs
R2768,2025-03-05 08:40,73,18–24,Male,Fujairah,European,"Under 5,000",Private Employee,Daily,Office; Weddings,Ties; Pocket Squares; Dress Socks,Once a year,Brand Store,Physical Store,AED 101–200,Under AED 25,Durability,4,2,3,5,4,5,3,4,Zara; Charles Tyrwhitt,Prestige,Probably,Introductory Discounts; Word of Mouth; Money-back Guarantee,Neutral,Not Sure,Durability and long-lasting material
R3240,2025-03-07 20:46,516,25–34,Male,Dubai,European,"10,001–20,000",Private Employee,3–5 times/week,Office; Weddings; Formal Dinners,Ties; Belts,Every 3 months,Brand Store,Online,AED 101–200,AED 25–50,Fabric Quality,5,5,4,3,5,3,3,2,H&M; Brooks Brothers,Design,Definitely,Introductory Discounts; Social Media Reviews; Money-back Guarantee,Very Likely,Definitely Would,Trustworthy after-sales support
R1404,2025-03-11 05:51,289,55+,Female,Dubai,Southeast Asian,"5,000–10,000",Other,Rarely,Never,Pocket Squares; Dress Socks,Every 3 months,Online Marketplace,Physical Store,Under AED 50,Under AED 25,Fabric Quality,3,3,1,2,3,4,3,1,H&M,Customer Service,Definitely,Introductory Discounts; Influencer Recommendations; Word of Mouth,Unlikely,Not Sure,Wide variety of designs
R3667,2025-03-17 11:28,199,18–24,Female,Abu Dhabi,GCC,"Under 5,000",Student,Rarely,Weddings,Ties; Belts,Only when needed,Department Store,Physical Store,AED 201–300,AED 51–75,Fabric Quality,5,3,3,3,5,3,2,3,H&M,Price,Probably,Introductory Discounts; Premium Quality,Unlikely,Probably Would Not,Premium fabric quality
R1483,2025-03-26 17:12,94,25–34,Male,Sharjah,Emirati,"20,001–35,000",Self-employed,Daily,Office; Weddings; Business Meetings; Religious Events; Formal Dinners,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Cufflinks,Every 3 months,Tailor/Boutique,Online,AED 101–200,AED 25–50,Design,4,3,4,4,3,4,5,4,Massimo Dutti; Hugo Boss,Quality,Probably Not,Premium Quality,Unlikely,Probably Would Not,Comfort and fit
R2182,2025-03-28 05:53,469,18–24,Male,Abu Dhabi,South Asian,"Under 5,000",Private Employee,Occasionally,Office; Business Meetings; Parties; Formal Dinners,Ties; Belts,Only when needed,Online Marketplace,Online,AED 50–100,AED 25–50,Fabric Quality,5,1,4,3,3,3,2,4,Other,Price,Definitely,Introductory Discounts; Social Media Reviews; Luxury Packaging,Unlikely,Not Sure,Durability and long-lasting material
R2339,2025-02-13 09:12,394,25–34,Female,Ajman,Southeast Asian,"10,001–20,000",Private Employee,Occasionally,Office; Weddings; Business Meetings; Religious Events; Formal Dinners,Belts,Every 3 months,Online Marketplace,No Preference,AED 50–100,AED 25–50,Durability,5,4,4,3,5,4,3,1,Hugo Boss,Design,Not Sure,Introductory Discounts; Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Fast and reliable delivery
R2280,2025-02-18 21:42,289,25–34,Male,Sharjah,Southeast Asian,"10,001–20,000",Private Employee,Once a week,Formal Dinners,Pocket Squares; Dress Socks,Monthly,Tailor/Boutique,No Preference,AED 101–200,AED 25–50,Design,5,5,4,4,5,4,4,1,H&M; Charles Tyrwhitt,Price,Definitely,Premium Quality; Social Media Reviews,Neutral,Not Sure,Good customer service
R2031,2025-02-25 05:17,254,35–44,Male,Dubai,Southeast Asian,"10,001–20,000",Private Employee,3–5 times/week,Office; Weddings; Religious Events,Belts,Every 3 months,Department Store,Online,AED 101–200,AED 51–75,Brand Reputation,4,4,4,3,3,4,3,5,Zara; H&M; Massimo Dutti,Price,Definitely Not,Introductory Discounts; Premium Quality; Luxury Packaging,Very Unlikely,Definitely Would Not,Sustainable materials
R1791,2025-03-30 15:06,254,25–34,Male,Dubai,South Asian,"5,000–10,000",Private Employee,Once a week,Office; Parties,Ties; Belts,Monthly,Shopping Mall,Physical Store,AED 101–200,Under AED 25,Fabric Quality,3,3,3,3,4,2,4,3,Other,Price,Probably,Influencer Recommendations; Money-back Guarantee,Unlikely,Probably Would Not,Good customer service
R1799,2025-03-14 01:38,465,35–44,Male,Dubai,Arab Expat,"20,001–35,000",Business Owner,3–5 times/week,Office; Business Meetings,Ties; Pocket Squares; Cufflinks,Every 3 months,Department Store,Physical Store,AED 101–200,Under AED 25,Brand Reputation,5,4,5,4,4,5,4,2,Massimo Dutti; Charles Tyrwhitt,Quality,Probably Not,Social Media Reviews; Influencer Recommendations; Money-back Guarantee,Unlikely,Probably Would Not,Sustainable materials
R2201,2025-02-27 13:42,304,35–44,Female,Dubai,European,"5,000–10,000",Private Employee,Daily,Office; Weddings; Parties; Formal Dinners,Ties; Pocket Squares; Handkerchiefs; Belts,Every 6 months,Brand Store,No Preference,AED 201–300,AED 25–50,Brand Reputation,5,5,5,5,4,4,2,5,Zara; Hugo Boss; Brooks Brothers,Design,Definitely,Social Media Reviews; Luxury Packaging,Likely,Probably Would,Premium fabric quality
R1422,2025-04-01 15:44,225,Under 18,Male,Abu Dhabi,Emirati,"5,000–10,000",Government Employee,3–5 times/week,Office; Business Meetings; Parties,Ties; Dress Socks; Cufflinks,Every 6 months,Shopping Mall,Physical Store,AED 101–200,Under AED 25,Brand Reputation,2,5,4,4,5,3,3,4,Zara; H&M,Price,Probably,Premium Quality; Luxury Packaging,Neutral,Not Sure,Fast and reliable delivery
R3987,2025-02-15 07:58,429,35–44,Male,Fujairah,South Asian,"10,001–20,000",Private Employee,Once a week,Weddings,Ties; Pocket Squares; Dress Socks; Belts,Every 3 months,Online Marketplace,  No Preference ,AED 101–200,AED 25–50,Design,4,3,2,3,5,4,2,5,Massimo Dutti; Hugo Boss,Price,Probably,Premium Quality; Money-back Guarantee,Likely,Probably Would,Affordable pricing
R2883,2025-04-01 08:21,328,35–44,Male,Sharjah,GCC,"20,001–35,000",Private Employee,Occasionally,Office; Weddings; Parties; Religious Events,Ties; Dress Socks; Belts,Only when needed,Department Store,Physical Store,Above AED 300,AED 25–50,Durability,4,3,2,5,4,4,5,4,Other,Design,Not Sure,Social Media Reviews; Word of Mouth,Unlikely,Probably Would Not,Luxury packaging
R3960,2025-02-15 09:11,334,35–44,Male,Dubai,Arab Expat,"10,001–20,000",Private Employee,3–5 times/week,Office; Business Meetings; Religious Events,Ties; Dress Socks,Every 3 months,Department Store,Physical Store,AED 101–200,AED 51–75,Design,4,4,4,3,5,3,3,1,H&M; Massimo Dutti,Design,Probably,Social Media Reviews; Word of Mouth; Money-back Guarantee,Likely,Probably Would,Luxury packaging
R2479,2025-03-23 08:46,215,25–34,Prefer not to say,Ajman,GCC,"5,000–10,000",Other,Rarely,Never,None,Only when needed,Brand Website,Physical Store,AED 50–100,AED 25–50,Comfort,4,5,3,2,5,5,1,1,Zara; Hugo Boss,Price,Not Sure,Introductory Discounts; Influencer Recommendations,Very Unlikely,Definitely Would Not,Fast and reliable delivery
R2928,2025-02-27 05:22,394,Under 18,Male,Dubai,GCC,"Under 5,000",Self-employed,3–5 times/week,Office,None,Every 6 months,Shopping Mall,No Preference,AED 101–200,Under AED 25,Price,3,4,1,4,5,3,4,4,Zara,Price,Probably,Introductory Discounts; Social Media Reviews; Luxury Packaging,Likely,Probably Would,Comfort and fit
R3969,2025-02-09 05:33,591,25–34,Male,Abu Dhabi,South Asian,"10,001–20,000",Other,Rarely,Office; Business Meetings,Ties; Belts,Only when needed,Department Store,Online,Under AED 50,Under AED 25,Price,3,2,2,3,3,5,2,5,Zara,Price,Not Sure,Social Media Reviews,Neutral,Not Sure,Comfort and fit
R2529,2025-02-27 23:20,462,25–34,Male,Dubai,Arab Expat,"10,001–20,000",Business Owner,Daily,Weddings; Business Meetings; Parties; Formal Dinners,Ties; Pocket Squares; Belts,Every 3 months,Shopping Mall,Online,AED 101–200,AED 25–50,Fabric Quality,2,5,2,5,5,4,4,4,Zara; Massimo Dutti; Hugo Boss,Design,Probably Not,Introductory Discounts; Premium Quality; Influencer Recommendations,Unlikely,Probably Would Not,Exclusive limited editions
R1902,2025-03-23 07:44,504,18–24,Male,Abu Dhabi,Southeast Asian,"Under 5,000",Self-employed,Rarely,Office,Dress Socks; Handkerchiefs; Belts,Every 3 months,Shopping Mall,Physical Store,AED 101–200,Under AED 25,Durability,4,4,4,4,4,5,4,3,H&M,Prestige,Probably,Introductory Discounts; Influencer Recommendations; Word of Mouth,Unlikely,Probably Would Not,Sustainable materials
R1685,2025-02-23 22:02,290,25–34,Male,Dubai,South Asian,"10,001–20,000",Government Employee,Occasionally,Office; Parties; Formal Dinners,Ties; Handkerchiefs; Belts,Every 6 months,Shopping Mall,Online,AED 101–200,Under AED 25,Price,4,5,5,3,5,4,3,4,Zara,Quality,Definitely,Introductory Discounts; Social Media Reviews; Word of Mouth,Likely,Probably Would,Trustworthy after-sales support
R2551,2025-03-07 22:33,253,25–34,Male,Abu Dhabi,South Asian,"5,000–10,000",Self-employed,Daily,Office; Business Meetings; Formal Dinners,Dress Socks,Every 6 months,Tailor/Boutique,Online,AED 50–100,Under AED 25,Design,4,4,4,4,5,5,4,2,Zara,Quality,Probably Not,Introductory Discounts; Premium Quality,Unlikely,Probably Would Not,Premium fabric quality
R1159,2025-03-20 13:46,384,35–44,Male,Ras Al Khaimah,Arab Expat,"5,000–10,000",Other,Rarely,Business Meetings,Belts,Every 6 months,Shopping Mall,Online,AED 50–100,Under AED 25,Durability,3,4,5,2,4,3,4,2,Other,Quality,Definitely,Introductory Discounts; Word of Mouth; Money-back Guarantee,Likely,Probably Would,Luxury packaging
R1999,2025-03-17 15:41,213,25–34,Male,Sharjah,Arab Expat,"Above 35,000",Government Employee,Once a week,Weddings; Parties; Religious Events,Ties; Handkerchiefs; Cufflinks; Belts,Once a year,Shopping Mall,Online,AED 50–100,AED 25–50,Fabric Quality,4,4,5,5,4,4,4,4,Massimo Dutti; Hugo Boss,Quality,Definitely,Introductory Discounts; Premium Quality; Word of Mouth,Likely,Probably Would,Fast and reliable delivery
R3459,2025-02-13 07:45,332,25–34,Male,Abu Dhabi,South Asian,"20,001–35,000",Private Employee,3–5 times/week,Office; Business Meetings; Formal Dinners,Ties; Dress Socks; Cufflinks; Belts,Once a year,Brand Website,Online,AED 101–200,AED 25–50,Durability,4,5,5,4,4,4,3,4,Charles Tyrwhitt,Quality,Probably,Introductory Discounts,Neutral,Probably Would,Wide variety of designs
R3831,2025-02-26 09:07,326,25–34,Male,Abu Dhabi,South Asian,"5,000–10,000",Government Employee,Once a week,Weddings,Ties; Dress Socks; Handkerchiefs,Monthly,Shopping Mall,Online,AED 101–200,Under AED 25,Design,3,3,4,3,3,3,5,5,Massimo Dutti; Hugo Boss,Customer Service,Definitely,Premium Quality,Likely,Probably Would,Sustainable materials
R3250,2025-03-14 04:13,763,25–34,Male,Dubai,Arab Expat,"5,000–10,000",Self-employed,Occasionally,Religious Events,Ties; Pocket Squares; Dress Socks,Only when needed,Shopping Mall,Physical Store,AED 50–100,Under AED 25,Durability,5,1,3,3,4,4,3,1,H&M,Customer Service,Not Sure,Introductory Discounts; Money-back Guarantee,Very Unlikely,Definitely Would Not,Affordable pricing
R1112,2025-02-20 16:48,196,25–34,Male,Dubai,Arab Expat,"5,000–10,000",Self-employed,3–5 times/week,Office,None,Every 6 months,Brand Website,Online,Under AED 50,AED 25–50,Brand Reputation,3,5,4,3,4,3,2,1,Other,Design,Not Sure,Premium Quality; Social Media Reviews; Influencer Recommendations,Neutral,Not Sure,Sustainable materials
R3857,2025-03-26 07:53,386,25–34,Male,Fujairah,Emirati,"10,001–20,000",Private Employee,Once a week,Office,Dress Socks; Belts,Every 6 months,Brand Website,Physical Store,Under AED 50,AED 25–50,Fabric Quality,5,3,3,3,4,5,3,3,Zara,Quality,Probably,Introductory Discounts; Social Media Reviews; Luxury Packaging,Neutral,Not Sure,Exclusive limited editions
R2446,2025-03-27 14:28,387,45–54,Male,Abu Dhabi,European,"5,000–10,000",Other,Rarely,Parties; Religious Events,None,Once a year,Shopping Mall,Physical Store,AED 201–300,Under AED 25,Design,4,5,2,3,5,4,2,2,Other,Price,Probably Not,Introductory Discounts,Unlikely,Probably Would Not,Premium fabric quality
R2952,2025-02-13 18:04,589,35–44,Male,Ajman,South Asian,"5,000–10,000",Student,Occasionally,Weddings,Dress Socks; Handkerchiefs; Belts,Every 6 months,Online Marketplace,Physical Store,Under AED 50,Under AED 25,Price,2,1,4,2,3,3,3,2,Zara,Product Variety,Probably,Introductory Discounts; Social Media Reviews; Influencer Recommendations,Unlikely,Probably Would Not,Strong brand reputation
R1922,2025-02-14 22:43,409,35–44,Male,Abu Dhabi,Emirati,"5,000–10,000",Private Employee,Rarely,Office; Weddings; Parties,Belts,Only when needed,Online Marketplace,Physical Store,Under AED 50,Under AED 25,Fabric Quality,2,4,2,4,4,4,1,2,H&M,Design,Probably,Money-back Guarantee,Very Unlikely,Definitely Would Not,Value for money
R2624,2025-03-20 22:07,204,25–34,Male,Dubai,Arab Expat,"20,001–35,000",Private Employee,Occasionally,Office; Weddings; Business Meetings,Dress Socks; Handkerchiefs; Belts,Every 3 months,Department Store,Online,Under AED 50,AED 25–50,Price,4,3,5,2,4,4,4,2,Zara; Massimo Dutti; Charles Tyrwhitt; Brooks Brothers,Product Variety,Probably Not,Premium Quality; Social Media Reviews,Unlikely,Probably Would Not,Fast and reliable delivery
R3590,2025-02-13 16:24,95,35–44,Male,Abu Dhabi,Arab Expat,"5,000–10,000",Student,Rarely,Office; Formal Dinners,None,Every 3 months,Shopping Mall,No Preference,Under AED 50,AED 51–75,Price,3,4,4,4,4,3,5,2,Zara,Customer Service,Not Sure,Social Media Reviews,Very Unlikely,Definitely Would Not,Premium fabric quality
R2319,2025-02-09 03:23,277,45–54,Male,Dubai,Arab Expat,"20,001–35,000",Private Employee,Occasionally,Office; Business Meetings; Parties; Religious Events; Formal Dinners,Ties; Dress Socks,Only when needed,Shopping Mall,No Preference,AED 101–200,Under AED 25,Price,4,3,4,3,4,2,2,3,Zara; Brooks Brothers,Quality,Not Sure,Introductory Discounts; Premium Quality; Social Media Reviews,Unlikely,Probably Would Not,Sustainable materials
R2663,2025-03-22 01:07,309,25–34,Male,Ras Al Khaimah,European,"5,000–10,000",Private Employee,Occasionally,Weddings; Business Meetings,Ties; Dress Socks; Belts,Every 3 months,Shopping Mall,Physical Store,AED 50–100,AED 25–50,Fabric Quality,3,2,2,1,5,3,1,2,Other,Price,Probably,Introductory Discounts; Premium Quality; Money-back Guarantee,Very Unlikely,Definitely Would Not,Trustworthy after-sales support
R1815,2025-03-10 22:06,441,45–54,Male,Dubai,South Asian,"Above 35,000",Private Employee,Occasionally,Office; Weddings; Parties,Dress Socks; Cufflinks,Only when needed,Department Store,Physical Store,AED 101–200,AED 51–75,Brand Reputation,4,4,4,4,4,3,5,5,Zara,Quality,Definitely,Introductory Discounts; Word of Mouth,Likely,Probably Would,nothing
R3266,2025-03-22 19:02,280,35–44,Male,Ras Al Khaimah,Emirati,"Under 5,000",Student,Rarely,Never,None,Only when needed,Online Marketplace,Physical Store,Above AED 300,AED 51–75,Brand Reputation,4,3,4,2,4,4,2,2,Other,Price,Not Sure,Introductory Discounts,Very Unlikely,Probably Would Not,Luxury packaging
R2473,,400,25–34,Male,Abu Dhabi,European,,Private Employee,Occasionally,Office; Business Meetings,Ties; Pocket Squares; Dress Socks; Belts,Only when needed,Online Marketplace,,Under AED 50,AED 25–50,Brand Reputation,3,4,5,2,4,5,4,3,Massimo Dutti,Design,Probably,Introductory Discounts; Social Media Reviews; Money-back Guarantee,Likely,Probably Would,Trustworthy after-sales support
R2773,2025-02-03 09:17,217,45–54,Male,Fujairah,Emirati,"Above 35,000",Government Employee,Once a week,Office; Business Meetings; Religious Events,None,Every 3 months,Online Marketplace,Physical Store,AED 50–100,AED 51–75,Brand Reputation,4,4,2,3,4,4,4,3,Hugo Boss,Quality,Probably,Premium Quality; Word of Mouth; Money-back Guarantee,Neutral,Not Sure,Comfort and fit
R1679,2025-02-18 16:32,351,25–34,Male,Abu Dhabi,Arab Expat,"5,000–10,000",Government Employee,Once a week,Office; Business Meetings; Parties; Formal Dinners,Dress Socks,Once a year,Shopping Mall,Online,AED 50–100,AED 25–50,Fabric Quality,4,5,1,3,4,4,3,4,Other,Prestige,Definitely,Introductory Discounts; Social Media Reviews; Word of Mouth,Likely,Probably Would,Sustainable materials
R3815,2025-02-17 22:29,405,35–44,Male,Dubai,Southeast Asian,"10,001–20,000",Government Employee,3–5 times/week,Office; Formal Dinners,Ties; Pocket Squares; Dress Socks; Cufflinks; Belts,Once a year,Shopping Mall,Online,AED 101–200,Above AED 75,Design,4,5,5,5,5,4,3,4,Hugo Boss,Quality,Probably,Premium Quality,Neutral,Probably Would,Exclusive limited editions
R2093,2025-03-19 01:13,403,25–34,Male,Sharjah,Emirati,"10,001–20,000",Self-employed,Occasionally,Office; Business Meetings; Formal Dinners,Pocket Squares; Dress Socks; Handkerchiefs,Every 3 months,Online Marketplace,Online,AED 101–200,AED 25–50,Price,2,5,3,4,5,4,5,3,Other,Prestige,Probably,Influencer Recommendations; Luxury Packaging; Money-back Guarantee,Neutral,Not Sure,Affordable pricing
R1080,2025-03-18 03:44,366,35–44,Male,Dubai,Arab Expat,"5,000–10,000",Student,Once a week,Office; Weddings,Dress Socks; Handkerchiefs; Belts,Once a year,Brand Store,Physical Store,AED 101–200,Under AED 25,Price,3,2,2,3,2,3,4,5,Other,Price,Definitely,Premium Quality; Influencer Recommendations; Money-back Guarantee,Neutral,Not Sure,Affordable pricing
R2950,2025-02-05 08:36,398,55+,Male,Abu Dhabi,Arab Expat,"Under 5,000",Student,Rarely,Never,Ties; Pocket Squares; Cufflinks; Belts,Every 3 months,Shopping Mall,Physical Store,Under AED 50,Under AED 25,Price,4,2,4,4,5,3,5,2,Zara,Price,Definitely,Premium Quality; Social Media Reviews; Word of Mouth,Likely,Probably Would,Good customer service
